date,location_name,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,et0_fao_evapotranspiration
2020-06-03,Trans Nzoia (Kitale),27.6,17.0,21.9,5.2,5.2,12.6,4.01
2020-06-04,Trans Nzoia (Kitale),28.1,17.3,23.5,0.0,0.0,9.8,4.74
2020-06-05,Trans Nzoia (Kitale),29.5,18.7,24.2,0.0,0.0,19.1,3.77
2020-06-06,Trans Nzoia (Kitale),27.1,15.9,20.9,0.0,0.0,11.8,3.16
2020-06-07,Trans Nzoia (Kitale),26.7,14.8,20.1,0.0,0.0,14.7,4.08
2020-06-08,Trans Nzoia (Kitale),24.7,13.4,19.4,0.0,0.0,21.5,4.21
2020-06-09,Trans Nzoia (Kitale),26.2,15.3,20.1,0.0,0.0,16.3,3.57
2020-06-10,Trans Nzoia (Kitale),26.8,17.3,21.4,0.0,0.0,11.7,3.62
2020-06-11,Trans Nzoia (Kitale),24.6,15.2,19.9,0.0,0.0,16.8,3.44
2020-06-12,Trans Nzoia (Kitale),27.4,15.7,21.0,0.0,0.0,8.1,4.28
2020-06-13,Trans Nzoia (Kitale),27.3,14.8,20.9,0.0,0.0,9.5,3.45
2020-06-14,Trans Nzoia (Kitale),28.6,18.3,23.3,0.0,0.0,30.6,4.04
2020-06-15,Trans Nzoia (Kitale),25.8,15.3,21.1,0.0,0.0,19.7,4.47
2020-06-16,Trans Nzoia (Kitale),26.1,14.9,21.6,0.0,0.0,20.4,4.91
2020-06-17,Trans Nzoia (Kitale),27.6,17.8,22.1,0.0,0.0,16.8,3.75
2020-06-18,Trans Nzoia (Kitale),24.8,12.8,18.8,0.0,0.0,10.5,3.78
2020-06-19,Trans Nzoia (Kitale),27.9,16.8,22.1,0.0,0.0,16.2,4.59
2020-06-20,Trans Nzoia (Kitale),27.0,16.8,21.2,0.0,0.0,20.6,4.25
2020-06-21,Trans Nzoia (Kitale),26.1,15.4,21.6,0.0,0.0,18.9,4.25
2020-06-22,Trans Nzoia (Kitale),25.7,16.0,20.6,0.0,0.0,27.6,4.44
2020-06-23,Trans Nzoia (Kitale),28.8,17.8,22.3,0.0,0.0,14.2,4.04
2020-06-24,Trans Nzoia (Kitale),26.9,14.2,20.6,0.0,0.0,9.1,4.14
2020-06-25,Trans Nzoia (Kitale),25.3,15.0,21.2,0.0,0.0,13.8,4.27
2020-06-26,Trans Nzoia (Kitale),29.6,18.4,22.7,0.0,0.0,10.6,3.92
2020-06-27,Trans Nzoia (Kitale),28.0,16.6,22.4,0.0,0.0,20.4,4.37
2020-06-28,Trans Nzoia (Kitale),25.5,14.5,19.4,0.0,0.0,20.3,3.23
2020-06-29,Trans Nzoia (Kitale),25.2,15.8,20.1,0.0,0.0,10.2,3.62
2020-06-30,Trans Nzoia (Kitale),26.8,13.8,20.7,0.0,0.0,10.4,3.54
2020-07-01,Trans Nzoia (Kitale),25.7,14.1,20.3,0.0,0.0,8.9,3.95
2020-07-02,Trans Nzoia (Kitale),26.0,14.6,20.7,0.0,0.0,14.3,3.45
2020-07-03,Trans Nzoia (Kitale),26.8,16.2,21.6,0.0,0.0,12.9,3.8
2020-07-04,Trans Nzoia (Kitale),26.9,14.5,21.4,0.0,0.0,10.1,4.31
2020-07-05,Trans Nzoia (Kitale),27.2,14.3,21.2,0.0,0.0,10.9,4.26
2020-07-06,Trans Nzoia (Kitale),28.3,16.9,21.6,0.0,0.0,9.0,4.73
2020-07-07,Trans Nzoia (Kitale),25.9,12.3,19.2,0.0,0.0,10.9,4.18
2020-07-08,Trans Nzoia (Kitale),26.4,14.0,19.9,0.0,0.0,20.3,4.09
2020-07-09,Trans Nzoia (Kitale),28.4,17.2,21.8,2.3,2.3,8.8,4.14
2020-07-10,Trans Nzoia (Kitale),25.6,15.1,19.3,0.0,0.0,17.6,3.39
2020-07-11,Trans Nzoia (Kitale),24.4,12.4,18.9,0.0,0.0,8.6,4.11
2020-07-12,Trans Nzoia (Kitale),25.4,13.8,19.8,0.0,0.0,15.6,4.24
2020-07-13,Trans Nzoia (Kitale),25.3,14.9,19.0,0.0,0.0,11.1,3.68
2020-07-14,Trans Nzoia (Kitale),26.6,14.4,19.8,,0.0,11.9,3.96
2020-07-15,Trans Nzoia (Kitale),25.7,14.6,21.5,0.0,0.0,14.9,3.76
2020-07-16,Trans Nzoia (Kitale),24.3,14.5,20.3,0.0,0.0,8.5,3.5
2020-07-17,Trans Nzoia (Kitale),25.4,15.2,20.2,0.0,0.0,10.3,3.91
2020-07-18,Trans Nzoia (Kitale),25.4,12.3,19.0,0.0,0.0,16.4,3.62
2020-07-19,Trans Nzoia (Kitale),24.1,12.8,18.6,1.3,1.3,23.4,3.82
2020-07-20,Trans Nzoia (Kitale),27.3,15.9,21.4,0.0,0.0,13.0,3.77
2020-07-21,Trans Nzoia (Kitale),24.6,13.1,17.8,0.0,0.0,23.7,3.07
2020-07-22,Trans Nzoia (Kitale),22.8,14.1,18.7,0.0,0.0,11.6,2.97
2020-07-23,Trans Nzoia (Kitale),26.4,16.5,21.7,0.0,0.0,18.3,4.48
2020-07-24,Trans Nzoia (Kitale),26.1,14.2,19.9,0.0,0.0,12.2,3.18
2020-07-25,Trans Nzoia (Kitale),24.3,13.8,18.5,0.0,0.0,12.4,3.38
2020-07-26,Trans Nzoia (Kitale),25.6,15.5,21.3,0.0,0.0,8.2,3.81
2020-07-27,Trans Nzoia (Kitale),25.4,13.4,19.4,0.0,0.0,17.8,3.28
2020-07-28,Trans Nzoia (Kitale),26.0,13.7,19.8,0.0,0.0,8.9,3.72
2020-07-29,Trans Nzoia (Kitale),27.8,16.0,20.9,1.1,1.1,13.1,3.98
2020-07-30,Trans Nzoia (Kitale),24.2,12.3,19.1,5.0,5.0,22.6,4.34
2020-07-31,Trans Nzoia (Kitale),23.0,13.3,17.5,0.0,0.0,10.4,3.33
2020-08-01,Trans Nzoia (Kitale),24.0,12.7,19.7,0.0,0.0,24.4,3.1
2020-08-02,Trans Nzoia (Kitale),26.3,16.3,21.2,0.0,0.0,13.5,4.36
2020-08-03,Trans Nzoia (Kitale),24.8,15.5,20.0,0.0,0.0,16.2,3.63
2020-08-04,Trans Nzoia (Kitale),25.9,15.0,20.0,0.0,0.0,24.4,3.73
2020-08-05,Trans Nzoia (Kitale),24.2,13.6,18.6,0.0,0.0,19.3,3.36
2020-08-06,Trans Nzoia (Kitale),25.9,15.3,19.8,0.0,0.0,7.2,3.66
2020-08-07,Trans Nzoia (Kitale),25.5,16.4,21.3,0.2,0.2,17.1,4.72
2020-08-08,Trans Nzoia (Kitale),26.5,13.9,20.8,0.0,0.0,13.4,4.32
2020-08-09,Trans Nzoia (Kitale),24.5,14.9,19.2,0.0,0.0,25.9,4.27
2020-08-10,Trans Nzoia (Kitale),24.8,15.8,20.6,0.0,0.0,11.8,3.33
2020-08-11,Trans Nzoia (Kitale),24.4,15.0,19.0,0.0,0.0,11.4,3.46
2020-08-12,Trans Nzoia (Kitale),25.5,15.5,20.9,0.4,0.4,10.2,4.05
2020-08-13,Trans Nzoia (Kitale),24.1,13.7,17.8,0.0,0.0,10.9,3.13
2020-08-14,Trans Nzoia (Kitale),24.0,12.5,19.3,2.0,2.0,10.3,4.16
2020-08-15,Trans Nzoia (Kitale),22.5,10.2,16.6,0.0,0.0,11.4,2.76
2020-08-16,Trans Nzoia (Kitale),24.4,12.7,18.8,0.0,0.0,11.1,4.11
2020-08-17,Trans Nzoia (Kitale),27.4,17.2,22.6,0.0,0.0,12.5,4.05
2020-08-18,Trans Nzoia (Kitale),23.3,12.1,18.8,0.0,0.0,13.3,3.28
2020-08-19,Trans Nzoia (Kitale),26.5,15.4,20.7,0.0,0.0,11.5,4.13
2020-08-20,Trans Nzoia (Kitale),24.4,14.9,19.6,0.0,0.0,16.9,3.72
2020-08-21,Trans Nzoia (Kitale),26.1,13.9,20.7,0.0,0.0,17.4,3.77
2020-08-22,Trans Nzoia (Kitale),23.2,12.9,18.4,0.0,0.0,12.1,3.34
2020-08-23,Trans Nzoia (Kitale),23.6,11.4,18.4,0.0,0.0,12.0,3.5
2020-08-24,Trans Nzoia (Kitale),24.6,13.7,18.8,0.0,0.0,19.1,3.49
2020-08-25,Trans Nzoia (Kitale),23.8,12.5,18.9,0.0,0.0,9.2,4.12
2020-08-26,Trans Nzoia (Kitale),25.4,13.4,18.8,0.0,0.0,13.4,3.71
2020-08-27,Trans Nzoia (Kitale),24.1,12.8,19.3,0.0,0.0,11.2,3.42
2020-08-28,Trans Nzoia (Kitale),24.3,10.8,17.8,0.0,0.0,21.3,3.34
2020-08-29,Trans Nzoia (Kitale),24.9,15.2,19.4,0.0,0.0,21.3,4.6
2020-08-30,Trans Nzoia (Kitale),24.9,14.8,20.1,0.0,0.0,18.6,3.7
2020-08-31,Trans Nzoia (Kitale),23.4,13.4,17.7,0.0,0.0,15.7,2.89
2020-09-01,Trans Nzoia (Kitale),22.3,11.5,17.5,0.0,0.0,13.0,2.96
2020-09-02,Trans Nzoia (Kitale),25.0,12.8,19.5,0.0,0.0,18.1,3.74
2020-09-03,Trans Nzoia (Kitale),24.0,14.3,18.8,0.0,0.0,30.2,2.92
2020-09-04,Trans Nzoia (Kitale),24.6,13.1,19.5,0.0,0.0,12.1,3.9
2020-09-05,Trans Nzoia (Kitale),22.9,10.6,17.3,0.0,0.0,13.4,2.95
2020-09-06,Trans Nzoia (Kitale),22.8,11.1,18.0,1.3,1.3,17.4,3.7
2020-09-07,Trans Nzoia (Kitale),24.4,14.4,19.0,0.0,0.0,15.9,2.88
2020-09-08,Trans Nzoia (Kitale),22.4,11.4,17.7,0.0,0.0,12.2,2.75
2020-09-09,Trans Nzoia (Kitale),25.2,12.1,18.7,0.0,0.0,10.9,3.02
2020-09-10,Trans Nzoia (Kitale),24.8,13.7,18.4,0.0,0.0,14.8,4.08
2020-09-11,Trans Nzoia (Kitale),24.1,10.7,17.5,0.0,0.0,12.0,3.23
2020-09-12,Trans Nzoia (Kitale),22.8,13.9,18.0,0.0,0.0,9.7,3.19
2020-09-13,Trans Nzoia (Kitale),21.7,10.9,17.2,2.2,2.2,10.6,2.79
2020-09-14,Trans Nzoia (Kitale),23.1,10.9,16.9,2.5,2.5,28.5,3.38
2020-09-15,Trans Nzoia (Kitale),23.7,11.4,17.5,0.0,0.0,11.5,3.22
2020-09-16,Trans Nzoia (Kitale),24.0,15.3,19.9,0.0,0.0,17.7,4.08
2020-09-17,Trans Nzoia (Kitale),24.6,12.2,18.1,3.0,3.0,20.5,4.2
2020-09-18,Trans Nzoia (Kitale),25.2,14.3,18.5,0.0,0.0,19.0,3.59
2020-09-19,Trans Nzoia (Kitale),22.5,12.4,17.5,0.0,0.0,9.1,3.47
2020-09-20,Trans Nzoia (Kitale),24.4,13.4,17.6,0.0,0.0,7.0,3.49
2020-09-21,Trans Nzoia (Kitale),23.4,13.6,18.1,0.0,0.0,18.9,3.53
2020-09-22,Trans Nzoia (Kitale),22.0,10.2,16.0,0.0,0.0,12.5,3.21
2020-09-23,Trans Nzoia (Kitale),20.9,11.6,16.4,0.0,0.0,9.0,3.18
2020-09-24,Trans Nzoia (Kitale),22.3,10.2,16.8,0.0,0.0,8.5,3.05
2020-09-25,Trans Nzoia (Kitale),24.2,15.3,19.4,0.0,0.0,18.0,3.92
2020-09-26,Trans Nzoia (Kitale),23.4,11.9,18.7,0.0,0.0,8.5,3.71
2020-09-27,Trans Nzoia (Kitale),21.3,9.7,16.5,0.0,0.0,9.3,3.08
2020-09-28,Trans Nzoia (Kitale),22.2,10.5,17.2,0.0,0.0,15.0,3.84
2020-09-29,Trans Nzoia (Kitale),24.5,12.3,18.6,0.0,0.0,19.6,2.96
2020-09-30,Trans Nzoia (Kitale),23.5,11.4,17.5,0.0,0.0,10.8,3.18
2020-10-01,Trans Nzoia (Kitale),26.4,13.2,19.9,0.0,0.0,12.5,3.88
2020-10-02,Trans Nzoia (Kitale),23.0,11.5,18.4,2.3,2.3,8.9,3.49
2020-10-03,Trans Nzoia (Kitale),22.8,11.9,17.5,0.0,0.0,9.9,4.02
2020-10-04,Trans Nzoia (Kitale),25.0,13.8,18.2,0.0,0.0,18.4,3.58
2020-10-05,Trans Nzoia (Kitale),25.8,14.5,18.9,0.0,0.0,10.2,3.6
2020-10-06,Trans Nzoia (Kitale),22.2,12.2,18.2,3.2,3.2,22.1,2.95
2020-10-07,Trans Nzoia (Kitale),23.5,12.1,17.3,18.7,18.7,11.7,3.37
2020-10-08,Trans Nzoia (Kitale),25.4,14.1,19.0,0.0,0.0,23.6,3.76
2020-10-09,Trans Nzoia (Kitale),24.7,13.3,19.0,0.0,0.0,9.6,3.97
2020-10-10,Trans Nzoia (Kitale),22.2,11.2,18.1,1.0,1.0,13.2,4.04
2020-10-11,Trans Nzoia (Kitale),23.4,13.5,19.0,0.0,0.0,11.2,3.24
2020-10-12,Trans Nzoia (Kitale),25.3,12.5,19.0,0.0,0.0,12.8,3.83
2020-10-13,Trans Nzoia (Kitale),24.8,12.9,18.6,0.0,0.0,16.2,3.54
2020-10-14,Trans Nzoia (Kitale),21.0,10.4,16.3,0.0,0.0,11.7,3.27
2020-10-15,Trans Nzoia (Kitale),20.1,9.8,15.9,0.0,0.0,12.3,3.51
2020-10-16,Trans Nzoia (Kitale),22.4,11.1,17.9,5.8,5.8,10.5,3.39
2020-10-17,Trans Nzoia (Kitale),24.2,12.3,18.5,0.0,0.0,17.2,3.64
2020-10-18,Trans Nzoia (Kitale),23.3,13.3,17.7,0.0,0.0,19.8,3.42
2020-10-19,Trans Nzoia (Kitale),21.0,12.3,16.7,14.3,14.3,8.8,2.96
2020-10-20,Trans Nzoia (Kitale),24.1,11.6,18.1,2.8,2.8,10.4,2.95
2020-10-21,Trans Nzoia (Kitale),22.0,10.3,16.6,0.0,0.0,16.1,3.34
2020-10-22,Trans Nzoia (Kitale),21.3,12.7,16.8,0.0,0.0,9.7,3.19
2020-10-23,Trans Nzoia (Kitale),24.5,11.8,17.7,0.0,0.0,6.9,3.62
2020-10-24,Trans Nzoia (Kitale),22.8,12.5,18.4,0.0,0.0,12.6,3.69
2020-10-25,Trans Nzoia (Kitale),22.4,13.3,18.4,0.0,0.0,18.7,3.26
2020-10-26,Trans Nzoia (Kitale),22.3,12.8,17.4,4.1,4.1,11.8,3.47
2020-10-27,Trans Nzoia (Kitale),23.9,11.0,17.6,0.0,0.0,14.4,3.76
2020-10-28,Trans Nzoia (Kitale),24.6,15.3,19.3,0.0,0.0,18.5,3.73
2020-10-29,Trans Nzoia (Kitale),21.8,10.8,15.7,0.0,0.0,14.5,2.65
2020-10-30,Trans Nzoia (Kitale),22.1,13.0,18.0,0.0,0.0,15.2,3.6
2020-10-31,Trans Nzoia (Kitale),23.3,13.5,18.4,0.0,0.0,20.9,3.33
2020-11-01,Trans Nzoia (Kitale),23.7,12.6,18.8,0.0,0.0,12.9,3.44
2020-11-02,Trans Nzoia (Kitale),22.1,11.9,17.8,5.8,5.8,19.8,3.54
2020-11-03,Trans Nzoia (Kitale),23.6,10.9,17.3,0.0,0.0,10.5,3.02
2020-11-04,Trans Nzoia (Kitale),26.1,13.3,19.3,0.0,0.0,11.8,3.99
2020-11-05,Trans Nzoia (Kitale),21.5,11.5,17.4,8.1,8.1,16.3,3.35
2020-11-06,Trans Nzoia (Kitale),24.5,13.4,17.7,0.0,0.0,13.5,3.5
2020-11-07,Trans Nzoia (Kitale),25.2,13.3,19.7,14.0,14.0,20.8,3.57
2020-11-08,Trans Nzoia (Kitale),22.4,12.8,18.1,5.7,5.7,8.0,3.67
2020-11-09,Trans Nzoia (Kitale),22.0,10.7,17.5,0.0,0.0,11.2,3.82
2020-11-10,Trans Nzoia (Kitale),22.8,12.8,17.2,0.0,0.0,14.0,3.05
2020-11-11,Trans Nzoia (Kitale),24.4,12.6,18.7,5.6,5.6,12.7,3.82
2020-11-12,Trans Nzoia (Kitale),21.2,8.9,15.4,23.3,23.3,14.5,2.6
2020-11-13,Trans Nzoia (Kitale),23.7,12.1,17.2,17.6,17.6,10.5,3.35
2020-11-14,Trans Nzoia (Kitale),24.6,13.6,17.8,0.0,0.0,13.6,4.06
2020-11-15,Trans Nzoia (Kitale),21.9,13.5,18.0,6.5,6.5,14.4,3.89
2020-11-16,Trans Nzoia (Kitale),21.0,11.3,15.5,0.0,0.0,11.5,3.25
2020-11-17,Trans Nzoia (Kitale),21.6,10.4,17.3,9.2,9.2,12.6,2.95
2020-11-18,Trans Nzoia (Kitale),24.5,11.8,18.2,0.0,0.0,12.7,3.41
2020-11-19,Trans Nzoia (Kitale),22.3,9.7,16.6,0.0,0.0,8.0,3.18
2020-11-20,Trans Nzoia (Kitale),22.3,10.3,16.9,2.0,2.0,16.4,3.11
2020-11-21,Trans Nzoia (Kitale),20.3,11.2,16.0,0.0,0.0,11.0,3.5
2020-11-22,Trans Nzoia (Kitale),24.8,14.7,19.2,0.0,0.0,16.2,3.99
2020-11-23,Trans Nzoia (Kitale),24.8,12.4,19.3,0.0,0.0,23.5,3.98
2020-11-24,Trans Nzoia (Kitale),24.8,14.1,19.3,6.6,6.6,12.9,4.21
2020-11-25,Trans Nzoia (Kitale),22.6,11.4,17.1,9.6,9.6,11.0,3.08
2020-11-26,Trans Nzoia (Kitale),24.8,11.9,18.0,0.0,0.0,16.2,3.48
2020-11-27,Trans Nzoia (Kitale),24.7,12.9,18.5,11.6,11.6,16.5,3.76
2020-11-28,Trans Nzoia (Kitale),25.0,13.1,19.4,0.0,0.0,34.0,3.99
2020-11-29,Trans Nzoia (Kitale),23.1,11.3,17.0,17.0,17.0,11.2,3.16
2020-11-30,Trans Nzoia (Kitale),24.1,14.2,19.0,4.9,4.9,8.4,3.28
2020-12-01,Trans Nzoia (Kitale),22.7,13.0,18.5,0.0,0.0,17.3,4.14
2020-12-02,Trans Nzoia (Kitale),23.4,12.9,19.1,0.0,0.0,16.4,3.17
2020-12-03,Trans Nzoia (Kitale),24.8,14.6,19.0,0.9,0.9,21.1,3.13
2020-12-04,Trans Nzoia (Kitale),22.5,13.1,17.5,11.7,11.7,14.1,3.43
2020-12-05,Trans Nzoia (Kitale),22.5,13.4,18.5,0.0,0.0,17.2,3.41
2020-12-06,Trans Nzoia (Kitale),22.0,13.0,17.6,0.0,0.0,18.5,3.17
2020-12-07,Trans Nzoia (Kitale),21.7,11.3,16.6,15.4,15.4,13.1,2.49
2020-12-08,Trans Nzoia (Kitale),23.3,11.9,18.4,3.9,3.9,12.4,3.44
2020-12-09,Trans Nzoia (Kitale),20.2,11.9,16.3,0.0,0.0,10.6,3.12
2020-12-10,Trans Nzoia (Kitale),26.1,15.6,19.8,0.0,0.0,8.4,3.74
2020-12-11,Trans Nzoia (Kitale),23.3,12.5,19.0,0.0,0.0,17.5,3.03
2020-12-12,Trans Nzoia (Kitale),24.2,12.7,17.8,0.0,0.0,12.8,3.84
2020-12-13,Trans Nzoia (Kitale),23.2,13.7,18.9,0.0,0.0,10.5,3.96
2020-12-14,Trans Nzoia (Kitale),22.9,12.7,17.9,6.5,6.5,6.2,3.12
2020-12-15,Trans Nzoia (Kitale),23.2,11.9,18.5,0.0,0.0,11.8,3.19
2020-12-16,Trans Nzoia (Kitale),23.1,11.9,17.2,1.9,1.9,13.4,2.86
2020-12-17,Trans Nzoia (Kitale),24.3,13.0,19.5,0.0,0.0,17.7,3.45
2020-12-18,Trans Nzoia (Kitale),21.7,10.8,17.1,0.0,0.0,11.2,3.84
2020-12-19,Trans Nzoia (Kitale),23.0,12.7,17.5,21.5,21.5,17.0,3.91
2020-12-20,Trans Nzoia (Kitale),26.5,16.6,21.4,0.0,0.0,13.5,3.93
2020-12-21,Trans Nzoia (Kitale),23.9,12.5,19.3,0.0,0.0,14.8,3.29
2020-12-22,Trans Nzoia (Kitale),22.0,13.5,17.6,0.0,0.0,16.2,3.25
2020-12-23,Trans Nzoia (Kitale),26.2,14.2,19.4,0.0,0.0,17.1,3.38
2020-12-24,Trans Nzoia (Kitale),21.6,11.9,17.1,0.0,0.0,17.2,3.75
2020-12-25,Trans Nzoia (Kitale),23.1,14.4,18.4,0.0,0.0,7.0,4.61
2020-12-26,Trans Nzoia (Kitale),23.7,12.8,17.6,0.0,0.0,13.9,3.16
2020-12-27,Trans Nzoia (Kitale),23.3,11.7,17.9,0.0,0.0,11.9,3.18
2020-12-28,Trans Nzoia (Kitale),24.7,11.8,18.6,0.0,0.0,14.0,3.2
2020-12-29,Trans Nzoia (Kitale),23.3,14.1,19.3,0.0,0.0,12.5,3.48
2020-12-30,Trans Nzoia (Kitale),24.5,13.3,19.8,0.0,0.0,12.1,3.8
2020-12-31,Trans Nzoia (Kitale),24.0,12.6,18.5,0.0,0.0,8.7,3.68
2021-01-01,Trans Nzoia (Kitale),22.1,11.3,16.9,0.0,0.0,11.8,3.14
2021-01-02,Trans Nzoia (Kitale),24.8,15.0,19.1,0.0,0.0,14.7,3.92
2021-01-03,Trans Nzoia (Kitale),25.7,12.5,19.0,0.0,0.0,22.7,3.29
2021-01-04,Trans Nzoia (Kitale),24.8,13.8,20.3,0.0,0.0,13.4,3.77
2021-01-05,Trans Nzoia (Kitale),24.6,13.8,19.3,0.0,0.0,8.7,3.57
2021-01-06,Trans Nzoia (Kitale),25.6,14.7,21.1,0.0,0.0,13.6,4.27
2021-01-07,Trans Nzoia (Kitale),25.0,14.1,20.2,0.0,0.0,18.1,3.62
2021-01-08,Trans Nzoia (Kitale),25.2,14.5,18.8,0.0,0.0,9.4,3.83
2021-01-09,Trans Nzoia (Kitale),24.5,12.7,19.6,0.0,0.0,10.5,3.86
2021-01-10,Trans Nzoia (Kitale),25.9,14.9,19.1,0.0,0.0,7.0,3.61
2021-01-11,Trans Nzoia (Kitale),26.8,15.4,21.2,0.0,0.0,12.6,3.73
2021-01-12,Trans Nzoia (Kitale),22.2,13.0,18.0,0.0,0.0,18.4,4.2
2021-01-13,Trans Nzoia (Kitale),24.4,14.8,19.0,0.0,0.0,11.4,3.96
2021-01-14,Trans Nzoia (Kitale),26.7,13.9,19.9,0.0,0.0,12.9,3.74
2021-01-15,Trans Nzoia (Kitale),22.5,13.3,18.0,0.0,0.0,10.3,3.18
2021-01-16,Trans Nzoia (Kitale),24.9,15.6,20.3,0.0,0.0,12.7,3.45
2021-01-17,Trans Nzoia (Kitale),23.8,11.6,17.5,0.0,0.0,12.1,2.74
2021-01-18,Trans Nzoia (Kitale),27.3,15.2,20.6,0.0,0.0,8.2,4.42
2021-01-19,Trans Nzoia (Kitale),26.7,13.3,19.8,0.0,0.0,12.4,4.29
2021-01-20,Trans Nzoia (Kitale),23.6,14.6,19.2,0.0,0.0,18.7,3.8
2021-01-21,Trans Nzoia (Kitale),24.0,12.5,19.4,0.0,0.0,15.9,3.71
2021-01-22,Trans Nzoia (Kitale),24.5,13.8,18.1,0.0,0.0,13.7,3.84
2021-01-23,Trans Nzoia (Kitale),25.1,14.0,20.5,0.0,0.0,11.8,4.31
2021-01-24,Trans Nzoia (Kitale),27.2,13.9,20.4,0.0,0.0,8.8,3.37
2021-01-25,Trans Nzoia (Kitale),23.4,12.8,18.3,0.0,0.0,28.7,3.68
2021-01-26,Trans Nzoia (Kitale),23.9,15.9,20.0,0.0,0.0,17.9,3.72
2021-01-27,Trans Nzoia (Kitale),24.5,14.6,19.5,0.0,0.0,14.4,4.13
2021-01-28,Trans Nzoia (Kitale),24.6,14.1,19.7,0.0,0.0,11.2,3.41
2021-01-29,Trans Nzoia (Kitale),23.9,12.3,18.3,0.0,0.0,11.4,3.76
2021-01-30,Trans Nzoia (Kitale),27.1,16.2,21.7,0.0,0.0,7.4,3.63
2021-01-31,Trans Nzoia (Kitale),27.0,16.9,21.0,0.0,0.0,12.7,4.52
2021-02-01,Trans Nzoia (Kitale),24.5,14.8,19.2,0.0,0.0,17.5,3.49
2021-02-02,Trans Nzoia (Kitale),26.3,15.4,19.9,0.0,0.0,13.0,3.61
2021-02-03,Trans Nzoia (Kitale),26.8,15.9,22.0,0.0,0.0,11.4,3.95
2021-02-04,Trans Nzoia (Kitale),26.8,14.9,19.9,0.0,0.0,14.0,3.89
2021-02-05,Trans Nzoia (Kitale),26.7,14.7,19.8,0.0,0.0,10.7,3.7
2021-02-06,Trans Nzoia (Kitale),25.5,15.5,20.5,0.0,0.0,13.1,4.14
2021-02-07,Trans Nzoia (Kitale),25.3,15.4,20.8,0.0,0.0,10.9,3.43
2021-02-08,Trans Nzoia (Kitale),24.6,13.3,20.0,0.0,0.0,16.2,3.44
2021-02-09,Trans Nzoia (Kitale),24.3,13.4,20.2,0.0,0.0,21.7,3.72
2021-02-10,Trans Nzoia (Kitale),25.3,17.2,21.3,0.0,0.0,19.4,4.14
2021-02-11,Trans Nzoia (Kitale),23.7,13.1,19.6,5.0,5.0,26.1,3.8
2021-02-12,Trans Nzoia (Kitale),26.2,12.7,19.5,0.0,0.0,20.0,3.51
2021-02-13,Trans Nzoia (Kitale),25.3,15.4,20.2,0.0,0.0,10.3,3.83
2021-02-14,Trans Nzoia (Kitale),22.3,12.9,18.0,0.0,0.0,13.5,3.27
2021-02-15,Trans Nzoia (Kitale),25.2,12.2,19.0,0.0,0.0,28.0,4.47
2021-02-16,Trans Nzoia (Kitale),25.7,15.0,20.7,1.2,1.2,8.0,3.17
2021-02-17,Trans Nzoia (Kitale),25.0,13.2,19.3,0.0,0.0,10.4,2.99
2021-02-18,Trans Nzoia (Kitale),25.6,15.0,20.6,0.0,0.0,30.3,3.67
2021-02-19,Trans Nzoia (Kitale),26.1,13.5,20.0,0.0,0.0,11.2,4.22
2021-02-20,Trans Nzoia (Kitale),25.6,14.8,20.3,0.0,0.0,11.1,3.44
2021-02-21,Trans Nzoia (Kitale),24.5,14.1,18.7,2.3,2.3,7.5,3.98
2021-02-22,Trans Nzoia (Kitale),24.9,12.9,18.6,0.0,0.0,6.4,3.32
2021-02-23,Trans Nzoia (Kitale),24.6,12.4,18.6,0.0,0.0,10.5,4.13
2021-02-24,Trans Nzoia (Kitale),28.4,17.0,21.8,0.0,0.0,22.1,3.66
2021-02-25,Trans Nzoia (Kitale),25.0,15.8,20.1,3.1,3.1,10.0,4.18
2021-02-26,Trans Nzoia (Kitale),26.3,16.5,20.7,3.1,3.1,6.3,3.78
2021-02-27,Trans Nzoia (Kitale),25.4,14.8,21.4,0.0,0.0,17.2,4.69
2021-02-28,Trans Nzoia (Kitale),26.9,16.1,21.5,0.0,0.0,20.5,4.36
2021-03-01,Trans Nzoia (Kitale),24.2,15.0,19.9,0.0,0.0,14.7,3.52
2021-03-02,Trans Nzoia (Kitale),25.1,12.9,18.8,0.0,0.0,12.1,3.59
2021-03-03,Trans Nzoia (Kitale),26.5,13.8,19.9,0.0,0.0,10.6,3.19
2021-03-04,Trans Nzoia (Kitale),24.4,13.9,20.4,0.0,0.0,14.7,4.33
2021-03-05,Trans Nzoia (Kitale),26.6,13.3,20.2,0.0,0.0,10.1,3.93
2021-03-06,Trans Nzoia (Kitale),25.0,14.0,20.6,0.0,0.0,15.2,4.16
2021-03-07,Trans Nzoia (Kitale),23.0,14.3,18.6,0.0,0.0,11.6,3.86
2021-03-08,Trans Nzoia (Kitale),23.9,14.6,20.0,0.0,0.0,13.0,3.55
2021-03-09,Trans Nzoia (Kitale),25.7,12.9,19.5,0.0,0.0,11.0,3.75
2021-03-10,Trans Nzoia (Kitale),26.8,17.0,22.0,0.0,0.0,20.3,4.4
2021-03-11,Trans Nzoia (Kitale),25.3,15.0,19.7,,9.6,14.9,3.52
2021-03-12,Trans Nzoia (Kitale),25.2,12.4,18.8,0.0,0.0,10.9,3.22
2021-03-13,Trans Nzoia (Kitale),28.0,15.0,21.3,0.0,0.0,10.7,3.66
